date,sales
2020-07-25,30.55
2020-07-27,127.12
2020-07-28,104.48
2020-07-29,174.49
2020-07-30,126.78
2020-07-31,217.06
2020-08-01,57.56
2020-08-03,131.46
2020-08-04,149.28
2020-08-05,129.31
2020-08-06,93.19
2020-08-07,175.73
2020-08-08,47.98
2020-08-10,134.76
2020-08-11,119.77
2020-08-12,85.56
2020-08-13,130.42
2020-08-14,58.61
2020-08-17,78.45
2020-08-18,96.13
2020-08-19,111.43
2020-08-20,65.34
2020-08-21,111.12
2020-08-22,33.91
2020-08-24,83.51
2020-08-25,79.55
2020-08-26,77.59
2020-08-27,102.98
2020-08-28,79.95
2020-08-29,13.11
2020-08-31,108.12
2020-09-01,88.53
2020-09-02,66.71
2020-09-03,95.05
2020-09-04,66.32
2020-09-05,12.74
2020-09-07,81.26
2020-09-08,99.85
2020-09-09,58.87
2020-09-10,92.04
2020-09-11,85.13
2020-09-12,44.47
2020-09-14,141.9
2020-09-15,69.76
2020-09-16,44.09
2020-09-17,76.29
2020-09-18,84.57
2020-09-19,17.67
2020-09-21,85.5
2020-09-22,58.49
2020-09-23,55.57
2020-09-24,120.04
2020-09-25,65.13
2020-09-26,31.7
2020-09-28,100.36
2020-09-29,67.34
2020-09-30,67.41
2020-10-01,73.45
2020-10-02,109.15
2020-10-03,18.16
2020-10-05,103.96
2020-10-06,72.87
2020-10-07,79.24
2020-10-08,87.57
2020-10-09,73.72
2020-10-10,14.75
2020-10-12,84.5
2020-10-13,70.74
2020-10-14,52.41
2020-10-15,80.05
2020-10-16,83.67
2020-10-17,34.82
2020-10-19,64.36
2020-10-20,85.06
2020-10-21,73.39
2020-10-22,59.95
2020-10-23,67.48
2020-10-24,44.18
2020-10-26,98.58
2020-10-27,71.15
2020-10-29,83.31
2020-10-30,96.94
2020-10-31,40.45
2020-11-02,96.5
2020-11-03,66.67
2020-11-04,71.27
2020-11-05,65.34
2020-11-06,81.86
2020-11-09,88.93
2020-11-10,41.67
2020-11-11,78.28
2020-11-12,55.55
2020-11-13,43.42
2020-11-16,95.46
2020-11-17,48.89
2020-11-18,48.68
2020-11-19,38.98
2020-11-20,126.9
2020-11-23,371.06
2020-11-24,173.18
2020-11-25,154.97
2020-11-26,154.48
2020-11-27,187.6
2020-11-30,354.46
2020-12-01,194.58
2020-12-02,69.44
2020-12-03,119.87
2020-12-04,104.44
2020-12-07,192.87
2020-12-08,165.06
2020-12-09,101.67
2020-12-10,110.42
2020-12-11,159.12
2020-12-14,216.8
2020-12-15,166.02
2020-12-16,116.26
2020-12-17,141.34
2020-12-18,111.53
2020-12-19,41.96
2020-12-20,26.25
2020-12-21,239.13
2020-12-22,166.42
2020-12-23,145.82
2020-12-24,126.28
2020-12-27,29.94
2020-12-28,152.17
2020-12-29,193.32
2020-12-30,169.79
2020-12-31,160.79
2021-01-04,82.6
2021-01-05,111.25
2021-01-07,77.66
2021-01-08,56.53
2021-01-11,161.92
2021-01-12,84.26
2021-01-13,76.14
2021-01-14,73.1
2021-01-15,137.03
2021-01-18,88.21
2021-01-19,116.95
2021-01-20,122.05
2021-01-21,101.01
2021-01-22,159.56
2021-01-23,19.03
2021-01-25,143.84
2021-01-26,115.53
2021-01-27,59.09
2021-01-28,126.86
2021-01-29,157.53
2021-01-30,52.24
2021-02-01,169.9
2021-02-02,156.53
2021-02-03,94.67
2021-02-04,91.82
2021-02-05,101.27
2021-02-08,147.95
2021-02-09,116.89
2021-02-10,181.25
2021-02-11,106.06
2021-02-12,82.06
2021-02-15,120.16
2021-02-16,17.66
2021-02-17,77.06
2021-02-18,83.44
2021-02-19,108.07
2021-02-22,135.85
2021-02-23,157.7
2021-02-24,53.7
2021-02-25,81.56
2021-02-26,88.1
2021-03-01,150.59
2021-03-02,130.14
2021-03-03,53.81
2021-03-04,87.06
2021-03-05,55.02
2021-03-08,101.38
2021-03-09,96.76
2021-03-10,66.24
2021-03-11,55.57
2021-03-12,92.89
2021-03-16,260.26
2021-03-17,161.28
2021-03-18,239.31
2021-03-19,125.57
2021-03-22,161.58
2021-03-23,147.78
2021-03-24,125.13
2021-03-26,164.16
2021-03-29,225.88
2021-03-30,116.83
2021-03-31,101.52
2021-04-01,154.87
2021-04-02,65.04
2021-04-05,106.01
2021-04-06,94.99
2021-04-07,103.69
2021-04-08,119.23
2021-04-09,114.93
2021-04-10,41.64
2021-04-12,91.4
2021-04-13,110.97
2021-04-14,91.75
2021-04-15,48.52
2021-04-16,140.33
2021-04-17,75.11
2021-04-19,106.04
2021-04-20,135.98
2021-04-21,117.9
2021-04-22,89.42
2021-04-23,99.05
2021-04-24,50.75
2021-04-26,160.24
2021-04-27,213.07
2021-04-28,148.9
2021-04-29,183.91
2021-04-30,73.25
2021-05-01,60.42
2021-05-05,180.68
2021-05-06,147.59
2021-05-07,129.6
2021-05-08,52.65
2021-05-10,133.51
2021-05-11,115.69
2021-05-12,109.91
2021-05-13,139.25
2021-05-14,166.99
2021-05-15,44.44
2021-05-17,100.2
2021-05-18,112.34
2021-05-19,131.23
2021-05-20,95.11
2021-05-21,81.12
2021-05-22,32.83
2021-05-24,81.6
2021-05-25,54.13
2021-05-26,117.56
2021-05-27,99.31
2021-05-28,88.21
2021-05-29,11.43
2021-05-31,112.1
2021-06-01,105.01
2021-06-02,80.91
2021-06-03,108.35
2021-06-04,88.58
2021-06-05,27.56
2021-06-07,119.81
2021-06-08,155.16
2021-06-09,98.23
2021-06-10,122.16
2021-06-11,120.76
2021-06-12,57.58
2021-06-14,166.54
2021-06-15,133.51
2021-06-16,113.81
2021-06-17,120.66
2021-06-18,156.22
2021-06-19,50.43
2021-06-21,116.88
2021-06-22,111.07
2021-06-23,124.08
2021-06-24,150.02
2021-06-25,119.95
2021-06-26,63.99
2021-06-28,146.14
2021-06-29,104.08
2021-06-30,144.77
2021-07-01,125.97
2021-07-02,99.36
2021-07-03,26.36
2021-07-05,169.82
2021-07-06,133.26
2021-07-07,156.53
2021-07-08,123.73
2021-07-09,165.78
2021-07-10,57.01
2021-07-12,173.28
2021-07-13,175.37
2021-07-14,128.48
2021-07-15,181.96
2021-07-16,163.21
2021-07-17,57.33
2021-07-19,167.14
2021-07-20,149.83
2021-07-21,138.73
2021-07-22,132.62
2021-07-23,168.56
2021-07-24,53.94
2021-07-26,184.78
2021-07-27,154.64
2021-07-28,141.92
2021-07-29,99.15
2021-07-30,127.56
2021-07-31,63.0
2021-08-02,184.26
2021-08-03,136.45
2021-08-04,122.09
2021-08-05,176.44
2021-08-06,152.82
2021-08-07,39.64
2021-08-09,253.1
2021-08-10,143.05
2021-08-11,101.12
2021-08-12,119.48
2021-08-13,135.24
2021-08-14,33.5
2021-08-16,124.19
2021-08-17,140.8
2021-08-18,77.38
2021-08-19,83.91
2021-08-20,73.84
2021-08-21,16.15
2021-08-23,126.68
2021-08-24,90.97
2021-08-25,59.96
2021-08-26,107.52
2021-08-27,117.54
2021-08-28,17.94
2021-08-30,146.39
2021-08-31,135.12
2021-09-01,87.23
2021-09-02,83.87
2021-09-03,111.37
2021-09-04,18.55
2021-09-06,89.43
2021-09-07,78.52
2021-09-08,91.18
2021-09-09,143.77
2021-09-10,94.31
2021-09-11,34.11
2021-09-13,107.0
2021-09-14,102.95
2021-09-15,69.7
2021-09-16,102.46
2021-09-17,145.46
2021-09-18,42.71
2021-09-20,125.65
2021-09-21,141.77
2021-09-22,102.17
2021-09-23,90.58
2021-09-24,111.57
2021-09-25,27.99
2021-09-27,138.24
2021-09-28,90.76
2021-09-29,92.93
2021-09-30,134.3
2021-10-01,119.71
2021-10-02,28.62
2021-10-04,162.54
2021-10-05,138.55
2021-10-06,106.27
2021-10-07,87.98
2021-10-08,60.55
2021-10-09,36.24
2021-10-11,155.71
2021-10-12,83.95
2021-10-13,68.02
2021-10-14,58.83
2021-10-15,83.17
2021-10-16,25.12
2021-10-18,126.67
2021-10-19,93.86
2021-10-20,79.77
2021-10-21,57.13
2021-10-22,76.05
2021-10-23,30.11
2021-10-25,87.2
2021-10-26,83.89
2021-10-27,114.39
2021-10-29,107.44
2021-10-30,20.33
2021-11-01,138.97
2021-11-02,128.98
2021-11-03,73.62
2021-11-04,92.43
2021-11-05,88.25
2021-11-06,31.12
2021-11-08,176.49
2021-11-09,110.7
2021-11-10,50.71
2021-11-11,100.19
2021-11-12,103.33
2021-11-13,28.01
2021-11-15,96.87
2021-11-16,93.25
2021-11-17,66.21
2021-11-18,57.19
2021-11-19,144.74
2021-11-20,33.32
2021-11-22,206.47
2021-11-23,207.8
2021-11-24,158.52
2021-11-25,179.69
2021-11-26,336.88
2021-11-27,211.6
2021-11-29,165.84
2021-11-30,165.82
2021-12-01,97.03
2021-12-02,82.2
2021-12-03,112.78
2021-12-04,29.06
2021-12-06,109.59
2021-12-07,142.59
2021-12-08,104.35
2021-12-09,48.19
2021-12-10,136.49
2021-12-11,36.13
2021-12-13,174.16
2021-12-14,168.15
2021-12-15,137.51
2021-12-16,136.46
2021-12-17,146.92
2021-12-18,79.96
2021-12-19,30.23
2021-12-20,178.65
2021-12-21,201.4
2021-12-22,185.64
2021-12-23,171.18
2021-12-24,151.39
2021-12-27,231.69
2021-12-28,220.0
2021-12-29,178.75
2021-12-30,182.72
2021-12-31,130.84
2022-01-03,79.85
2022-01-04,184.87
2022-01-05,121.96
2022-01-07,163.99
2022-01-08,24.55
2022-01-10,161.5
2022-01-11,135.69
2022-01-12,84.84
2022-01-13,108.57
2022-01-14,118.06
2022-01-15,10.22
2022-01-17,112.9
2022-01-18,142.47
2022-01-19,263.84
2022-01-20,170.42
2022-01-21,97.5
2022-01-22,68.41
2022-01-24,92.39
2022-01-27,124.0
2022-01-28,114.25
2022-01-29,48.17
2022-01-31,201.82
2022-02-01,241.92
2022-02-02,147.18
2022-02-03,194.15
2022-02-04,150.06
2022-02-05,70.19
2022-02-07,106.4
2022-02-08,148.91
2022-02-09,126.68
2022-02-10,90.41
2022-02-11,117.93
2022-02-12,29.8
2022-02-14,126.96
2022-02-15,141.08
2022-02-16,87.43
2022-02-17,90.28
2022-02-18,109.76
2022-02-19,25.6
2022-02-21,138.44
2022-02-22,92.41
2022-02-23,86.5
2022-02-24,116.08
2022-02-25,70.34
2022-02-26,42.81
2022-02-28,311.92
2022-03-01,109.11
2022-03-02,109.61
2022-03-03,79.88
2022-03-04,164.23
2022-03-05,33.63
2022-03-08,136.27
2022-03-09,67.92
2022-03-10,112.39
2022-03-11,110.96
2022-03-12,26.23
2022-03-14,105.59
2022-03-15,84.08
2022-03-16,61.67
2022-03-17,78.12
2022-03-18,81.56
2022-03-19,50.59
2022-03-21,122.78
2022-03-22,93.69
2022-03-23,90.38
2022-03-24,125.76
2022-03-26,44.14
2022-03-28,168.49
2022-03-29,88.39
2022-03-30,91.2
2022-03-31,90.28
2022-04-01,90.57
2022-04-02,27.29
2022-04-04,207.22
2022-04-05,179.56
2022-04-06,82.48
2022-04-07,98.57
2022-04-08,174.3
2022-04-09,33.21
2022-04-11,152.77
2022-04-12,100.27
2022-04-13,76.13
2022-04-14,134.53
2022-04-15,117.04
2022-04-16,73.87
2022-04-18,123.57
2022-04-19,188.39
2022-04-20,130.65
2022-04-21,78.77
2022-04-22,51.51
2022-04-23,9.25
2022-04-26,144.56
2022-04-27,121.01
2022-04-28,78.92
2022-04-29,150.89
2022-04-30,30.42
2022-05-03,157.15
2022-05-04,140.66
2022-05-05,148.22
2022-05-06,124.68
2022-05-07,29.22
2022-05-09,166.48
2022-05-10,195.06
2022-05-11,122.86
2022-05-12,119.05
2022-05-13,61.27
2022-05-14,49.69
2022-05-16,193.91
2022-05-17,111.32
2022-05-18,121.9
2022-05-19,61.05
2022-05-20,123.29
2022-05-21,55.58
2022-05-23,113.44
2022-05-24,107.2
2022-05-25,79.57
2022-05-26,101.2
2022-05-27,90.95
2022-05-28,32.9
2022-05-30,211.14
2022-05-31,89.48
2022-06-01,106.57
2022-06-02,131.74
2022-06-03,164.79
2022-06-04,35.73
2022-06-06,176.75
2022-06-07,220.68
2022-06-08,115.32
2022-06-09,133.85
2022-06-10,119.68
2022-06-11,29.25
2022-06-13,213.3
2022-06-14,108.15
2022-06-15,130.75
2022-06-16,117.48
2022-06-17,128.67
2022-06-18,39.36
2022-06-20,164.79
2022-06-21,156.57
2022-06-22,109.07
2022-06-23,172.12
2022-06-24,122.09
2022-06-25,39.3
2022-06-27,174.93
2022-06-28,166.45
2022-06-29,145.62
2022-06-30,236.24
2022-07-01,141.47
2022-07-02,50.21
2022-07-04,152.37
2022-07-05,208.74
2022-07-06,117.07
2022-07-07,248.68
2022-07-08,134.03
2022-07-09,34.09
2022-07-11,197.84
2022-07-12,188.25
2022-07-13,155.01
2022-07-14,147.61
2022-07-15,158.19
2022-07-16,27.22
2022-07-18,243.13
2022-07-19,116.59
2022-07-20,69.89
2022-07-21,197.2
2022-07-22,182.0
2022-07-23,75.27
2022-07-25,152.13
2022-07-26,185.41
2022-07-27,108.96
2022-07-28,143.04
2022-07-29,123.11
2022-07-30,40.97
2022-08-01,188.24
2022-08-02,163.45
2022-08-03,153.74
2022-08-04,167.89
2022-08-05,185.38
2022-08-06,34.93
2022-08-08,175.84
2022-08-09,207.67
2022-08-10,203.8
2022-08-11,85.95
2022-08-12,145.19
2022-08-13,16.8
2022-08-16,220.42
2022-08-17,112.25
2022-08-18,139.8
2022-08-19,133.16
2022-08-20,16.67
2022-08-22,177.5
2022-08-23,181.25
2022-08-24,95.49
2022-08-25,170.1
2022-08-26,80.92
2022-08-27,21.14
2022-08-29,138.28
2022-08-30,173.0
2022-08-31,108.43
2022-09-01,90.97
2022-09-02,192.84
2022-09-03,36.16
2022-09-05,152.25
2022-09-06,89.96
2022-09-07,142.1
2022-09-08,169.18
2022-09-09,164.86
2022-09-10,23.83
2022-09-12,169.01
2022-09-13,165.71
2022-09-14,109.57
2022-09-15,135.5
2022-09-16,103.8
2022-09-17,32.29
2022-09-19,149.12
2022-09-20,154.06
2022-09-21,74.05
2022-09-22,148.46
2022-09-23,109.35
2022-09-24,44.63
2022-09-26,127.69
2022-09-27,105.45
2022-09-28,61.0
2022-09-29,99.34
2022-09-30,159.12
2022-10-01,51.4
2022-10-03,80.62
2022-10-04,121.14
2022-10-05,95.66
2022-10-06,131.29
2022-10-07,113.21
2022-10-08,34.47
2022-10-10,85.84
2022-10-11,126.06
2022-10-12,106.23
2022-10-13,97.65
2022-10-14,106.9
2022-10-15,33.87
2022-10-17,152.57
2022-10-18,177.21
2022-10-19,60.4
2022-10-20,83.24
2022-10-21,153.51
2022-10-22,32.54
2022-10-24,104.6
2022-10-25,134.51
2022-10-26,93.25
2022-10-27,84.9
2022-10-29,78.08
2022-10-31,150.18
2022-11-01,121.49
2022-11-02,79.48
2022-11-03,106.88
2022-11-04,75.84
2022-11-05,22.14
2022-11-07,122.63
2022-11-08,40.24
2022-11-09,70.39
2022-11-10,56.36
2022-11-11,58.05
2022-11-12,22.64
2022-11-14,140.08
2022-11-15,104.41
2022-11-16,157.5
2022-11-17,197.66
2022-11-18,157.03
2022-11-19,25.65
2022-11-21,243.26
2022-11-22,233.59
2022-11-23,146.74
2022-11-24,296.07
2022-11-25,237.51
2022-11-26,52.09
2022-11-28,248.74
2022-11-29,209.28
2022-11-30,149.91
2022-12-01,230.63
2022-12-02,69.11
2022-12-03,66.69
2022-12-05,144.45
2022-12-06,115.0
2022-12-07,122.5
2022-12-08,114.68
2022-12-09,177.34
2022-12-10,20.84
2022-12-12,155.18
2022-12-13,137.65
2022-12-14,124.98
2022-12-15,109.84
2022-12-16,141.42
2022-12-17,15.5
2022-12-18,36.13
2022-12-19,238.64
2022-12-20,174.04
2022-12-21,157.4
2022-12-22,216.86
2022-12-23,259.79
2022-12-24,94.9
2022-12-27,261.73
2022-12-28,226.22
2022-12-29,205.03
2022-12-30,192.51
2022-12-31,69.88
2023-01-03,200.33
2023-01-04,188.93
2023-01-05,81.59
2023-01-07,41.68
2023-01-09,152.69
2023-01-10,123.69
2023-01-11,92.57
2023-01-12,83.04
2023-01-13,94.57
2023-01-14,53.27
2023-01-16,134.91
2023-01-17,93.74
2023-01-18,89.79
2023-01-19,67.49
2023-01-20,84.19
2023-01-21,19.3
2023-01-23,91.77
2023-01-24,77.77
2023-01-25,109.18
2023-01-26,42.94
2023-01-27,107.17
2023-01-28,39.12
2023-01-30,88.01
2023-01-31,84.44
2023-02-01,57.7
2023-02-02,116.56
2023-02-03,75.6
2023-02-04,10.21
2023-02-06,103.77
2023-02-07,79.27
2023-02-08,87.85
2023-02-09,91.51
2023-02-10,102.21
2023-02-11,34.5
2023-02-13,148.93
2023-02-14,116.94
2023-02-15,77.86
2023-02-16,113.94
2023-02-17,217.57
2023-02-18,36.73
2023-02-20,119.33
2023-02-21,102.91
2023-02-22,60.33
2023-02-23,92.26
2023-02-24,111.01
2023-02-25,20.65
2023-02-28,111.68
2023-03-01,91.76
2023-03-02,85.66
2023-03-03,97.76
2023-03-04,27.0
2023-03-06,83.58
2023-03-07,108.1
2023-03-08,58.31
2023-03-09,81.08
2023-03-10,137.52
2023-03-11,38.04
2023-03-13,126.62
2023-03-14,105.6
2023-03-15,118.21
2023-03-16,126.73
2023-03-17,70.6
2023-03-18,28.84
2023-03-20,125.03
2023-03-21,154.01
2023-03-22,87.96
2023-03-23,114.53
2023-03-24,147.34
2023-03-27,108.05
2023-03-28,120.19
2023-03-29,92.11
2023-03-30,122.55
2023-03-31,81.44
2023-04-01,38.91
2023-04-03,166.81
2023-04-04,91.89
2023-04-05,121.52
2023-04-06,116.59
2023-04-07,111.58
2023-04-08,40.9
2023-04-10,192.57
2023-04-11,114.92
2023-04-12,95.93
2023-04-13,120.44
2023-04-14,44.17
2023-04-15,14.99
2023-04-18,71.28
2023-04-19,89.78
2023-04-20,120.68
2023-04-21,106.65
2023-04-22,65.1
2023-04-24,95.01
2023-04-25,115.9
2023-04-26,77.14
2023-04-27,183.64
2023-04-28,90.56
2023-04-29,35.42
2023-05-02,244.68
2023-05-03,109.64
2023-05-04,142.84
2023-05-05,61.82
2023-05-06,40.16
2023-05-08,164.06
2023-05-09,75.18
2023-05-10,110.12
2023-05-11,138.3
2023-05-12,121.75
2023-05-13,35.96
2023-05-15,134.37
2023-05-16,114.19
2023-05-17,108.46
2023-05-18,140.41
2023-05-19,158.45
2023-05-20,39.53
2023-05-22,171.0
2023-05-23,90.42
2023-05-24,88.9
2023-05-25,141.61
2023-05-26,85.59
2023-05-27,47.93
2023-05-29,132.61
2023-05-30,119.28
2023-05-31,121.88
2023-06-01,121.48
2023-06-02,208.05
2023-06-03,49.0
2023-06-05,112.27
2023-06-06,114.86
2023-06-07,113.23
2023-06-08,134.85
2023-06-09,112.8
2023-06-10,47.77
2023-06-12,158.66
2023-06-13,152.69
2023-06-14,134.29
2023-06-15,111.85
2023-06-16,173.35
2023-06-17,50.01
2023-06-19,119.33
2023-06-20,173.94
2023-06-21,105.73
2023-06-22,103.43
2023-06-23,155.19
2023-06-24,66.07
2023-06-26,187.99
2023-06-27,161.28
2023-06-28,122.0
2023-06-29,166.18
2023-06-30,133.72
2023-07-01,61.73
2023-07-03,155.74
2023-07-04,185.07
2023-07-05,125.68
2023-07-06,111.35
2023-07-07,90.66
2023-07-08,54.49
2023-07-10,207.69
2023-07-11,175.69
2023-07-12,168.04
2023-07-13,109.56
2023-07-14,159.54
2023-07-15,55.11
2023-07-17,157.19
2023-07-18,219.88
2023-07-19,165.28
2023-07-20,204.08
2023-07-21,132.16
2023-07-22,35.29
2023-07-24,170.55
2023-07-25,146.71
2023-07-26,107.88
2023-07-27,127.92
2023-07-28,107.98
2023-07-29,83.84
2023-07-31,217.68
2023-08-01,204.23
2023-08-02,175.33
2023-08-03,167.73
2023-08-04,221.54
2023-08-05,29.81
2023-08-07,171.09
2023-08-08,190.58
2023-08-09,152.63
2023-08-10,118.7
2023-08-11,197.59
2023-08-12,31.73
2023-08-14,218.6
2023-08-16,81.85
2023-08-17,116.49
2023-08-18,75.22
2023-08-19,34.22
2023-08-21,110.4
2023-08-22,171.07
2023-08-23,106.73
2023-08-24,178.25
2023-08-25,100.0
2023-08-26,17.13
2023-08-28,199.38
2023-08-29,131.54
2023-08-30,122.87
2023-08-31,113.61
2023-09-01,95.36
2023-09-02,19.2
2023-09-04,133.77
2023-09-05,134.25
2023-09-06,123.06
2023-09-07,122.72
2023-09-08,82.74
2023-09-09,31.43
2023-09-11,159.06
2023-09-12,95.68
2023-09-13,108.71
2023-09-14,91.06
2023-09-15,95.05
2023-09-16,30.69
2023-09-18,134.39
2023-09-19,112.34
2023-09-20,87.35
2023-09-21,123.97
2023-09-22,99.68
2023-09-23,35.85
2023-09-25,128.37
2023-09-26,104.42
2023-09-27,71.67
2023-09-28,113.25
2023-09-29,133.16
2023-09-30,31.27
2023-10-02,119.62
2023-10-03,128.39
2023-10-04,111.65
2023-10-05,143.55
2023-10-06,101.42
2023-10-07,39.49
2023-10-09,150.17
2023-10-10,172.4
2023-10-11,86.18
2023-10-12,142.77
2023-10-13,48.15
2023-10-14,46.82
2023-10-16,157.49
2023-10-17,118.78
2023-10-18,94.73
2023-10-19,140.62
2023-10-20,98.33
2023-10-21,39.92
2023-10-23,159.91
2023-10-24,136.35
2023-10-25,106.03
2023-10-26,159.32
2023-10-27,56.34
2023-10-30,94.26
2023-10-31,136.7
2023-11-01,51.4
2023-11-02,121.15
2023-11-03,91.55
2023-11-04,23.02
2023-11-06,114.07
2023-11-07,134.13
2023-11-08,79.85
2023-11-09,81.37
2023-11-10,83.23
2023-11-11,68.25
2023-11-13,255.17
2023-11-14,259.9
2023-11-15,159.31
2023-11-16,295.09
2023-11-17,170.0
2023-11-18,47.2
2023-11-20,251.32
2023-11-21,181.25
2023-11-22,171.16
2023-11-23,212.26
2023-11-24,302.33
2023-11-25,68.85
2023-11-27,266.33
2023-11-28,283.07
2023-11-29,112.96
2023-11-30,128.88
2023-12-01,127.0
2023-12-02,19.34
2023-12-04,129.66
2023-12-05,147.52
2023-12-06,62.33
2023-12-07,85.44
2023-12-08,53.62
2023-12-09,45.38
2023-12-11,126.0
2023-12-12,199.72
2023-12-13,65.83
2023-12-14,142.51
2023-12-15,104.87
2023-12-16,38.14
2023-12-18,271.07
2023-12-19,330.88
2023-12-20,143.41
2023-12-21,178.61
2023-12-22,204.92
2023-12-23,74.2
2023-12-24,109.53
2023-12-27,218.32
2023-12-28,259.57
2023-12-29,198.19
2023-12-30,61.88
2023-12-31,66.77
2024-01-02,60.54
2024-01-03,205.72
2024-01-04,107.49
2024-01-05,118.73
2024-01-08,146.68
2024-01-09,118.64
2024-01-10,71.86
2024-01-11,117.61
2024-01-12,83.82
2024-01-13,39.16
2024-01-15,145.98
2024-01-16,120.41
2024-01-17,119.08
2024-01-18,159.76
2024-01-19,91.37
2024-01-20,42.64
2024-01-22,93.12
2024-01-23,72.32
2024-01-24,62.53
2024-01-25,94.03
2024-01-26,113.65
2024-01-27,58.94
2024-01-29,100.5
2024-01-30,101.57
2024-01-31,75.58
2024-02-01,91.34
2024-02-02,100.24
2024-02-03,17.71
2024-02-05,117.77
2024-02-06,91.0
2024-02-07,62.29
2024-02-08,111.12
2024-02-09,86.04
2024-02-10,31.49
2024-02-12,107.25
2024-02-13,132.09
2024-02-14,78.64
2024-02-15,75.18
2024-02-16,38.56
2024-02-17,29.94
2024-02-19,97.85
2024-02-20,63.72
2024-02-21,69.82
2024-02-22,79.21
2024-02-23,53.64
2024-02-24,19.37
2024-02-26,98.3
2024-02-27,105.9
2024-02-28,42.8
2024-02-29,119.16
2024-03-01,160.06
2024-03-02,28.73
2024-03-04,84.06
2024-03-05,139.03
2024-03-06,78.34
2024-03-07,100.97
2024-03-08,112.25
2024-03-09,25.11
2024-03-11,87.95
2024-03-12,110.49
2024-03-13,66.06
2024-03-14,87.42
2024-03-15,92.94
2024-03-16,38.38
2024-03-19,128.45
2024-03-20,67.79
2024-03-21,79.71
2024-03-22,60.2
2024-03-23,39.82
2024-03-26,87.99
2024-03-27,58.16
2024-03-28,117.63
2024-03-29,124.59
2024-03-30,33.79
2024-04-01,128.49
2024-04-02,100.18
2024-04-03,79.11
2024-04-04,94.03
2024-04-05,60.52
2024-04-06,42.33
2024-04-08,104.48
2024-04-09,137.26
2024-04-10,105.85
2024-04-11,199.74
2024-04-12,70.69
2024-04-13,19.79
2024-04-15,99.56
2024-04-16,139.01
2024-04-17,146.97
2024-04-18,123.7
2024-04-19,105.06
2024-04-20,41.1
2024-04-22,166.14
2024-04-23,133.69
2024-04-24,116.05
2024-04-25,110.92
2024-04-26,77.49
2024-04-27,53.96
2024-04-29,158.29
2024-04-30,144.95
2024-05-01,110.1
2024-05-02,133.5
2024-05-03,72.11
2024-05-04,18.4
2024-05-08,254.08
2024-05-09,89.5
2024-05-10,138.82
2024-05-11,37.77
2024-05-13,127.79
2024-05-14,57.03
2024-05-15,114.85
2024-05-16,89.07
2024-05-17,131.79
2024-05-18,38.58
2024-05-20,110.83
2024-05-21,142.37
2024-05-22,99.55
2024-05-23,100.48
2024-05-24,88.85
2024-05-25,37.49
2024-05-27,166.64
2024-05-28,90.9
2024-05-29,121.47
2024-05-30,97.93
2024-05-31,152.81
2024-06-01,41.66
2024-06-03,122.17
2024-06-04,106.58
2024-06-05,98.59
2024-06-06,125.74
2024-06-07,121.88
2024-06-08,36.04
2024-06-10,113.8
2024-06-11,178.24
2024-06-12,89.69
2024-06-13,161.19
2024-06-14,82.32
2024-06-15,28.47
2024-06-17,119.71
2024-06-18,133.03
2024-06-19,118.44
2024-06-20,110.86
2024-06-21,132.99
2024-06-22,48.05
2024-06-24,145.38
2024-06-25,68.53
2024-06-26,76.59
2024-06-27,96.59
2024-06-28,123.18
2024-06-29,35.25
2024-07-01,133.16
2024-07-02,156.04
2024-07-03,108.99
2024-07-04,127.21
2024-07-05,109.54
2024-07-06,38.11
2024-07-08,146.78
2024-07-09,165.07
2024-07-10,73.61
2024-07-11,134.98
2024-07-12,81.71
2024-07-13,43.9
2024-07-15,136.9
2024-07-16,213.33
2024-07-17,123.27
2024-07-18,139.5
2024-07-19,118.8
2024-07-20,43.86
2024-07-22,204.96
2024-07-23,158.09
2024-07-24,167.98
2024-07-25,143.09
2024-07-26,108.77
2024-07-27,49.05
2024-07-29,195.24
2024-07-30,156.88
2024-07-31,98.68
2024-08-01,153.58
2024-08-02,119.27
2024-08-03,55.38
2024-08-05,164.48
2024-08-06,172.49
2024-08-07,93.83
2024-08-08,143.11
2024-08-09,133.76
2024-08-10,38.51
2024-08-12,188.53
2024-08-13,116.16
2024-08-14,50.18
2024-08-16,76.36
2024-08-17,14.8
2024-08-19,151.67
2024-08-20,94.65
2024-08-21,90.84
2024-08-22,103.52
2024-08-23,86.37
2024-08-24,11.32
2024-08-26,79.83
2024-08-27,175.59
2024-08-28,222.24
2024-08-29,254.01
2024-08-30,161.4
2024-08-31,73.22
2024-09-02,138.36
2024-09-03,177.43
2024-09-04,110.54
2024-09-05,129.02
2024-09-06,108.2
2024-09-07,33.95
2024-09-09,164.6
2024-09-10,125.61
2024-09-11,115.7
2024-09-12,106.91
2024-09-13,154.46
2024-09-14,50.49
2024-09-16,114.95
2024-09-17,160.17
2024-09-18,113.15
2024-09-19,155.29
2024-09-20,129.52
2024-09-21,79.06
2024-09-23,261.79
2024-09-24,167.94
2024-09-25,155.61
2024-09-26,153.72
2024-09-27,118.0
2024-09-28,42.44
2024-09-30,227.11
2024-10-01,108.89
2024-10-02,159.63
2024-10-03,155.42
2024-10-04,162.78
2024-10-05,41.69
2024-10-07,165.86
2024-10-08,100.38
2024-10-09,129.64
2024-10-10,173.91
2024-10-11,163.7
2024-10-12,50.46
2024-10-14,140.41
2024-10-15,145.21
2024-10-16,125.91
